170,Jumpin',JP / じゃんぴん / ジャンピン,NORMAL,15,01:33.6,204,Popipa,"Jan 17, 2019",2.314/sec,195,40-195,https://bangdream.blog.so-net.ne.jp/2019-01-17-2,01:33.504,01:33.504,01:32.226,01:28.182
170,Jumpin',JP / じゃんぴん / ジャンピン,EASY,10,01:33.6,125,Popipa,"Jan 17, 2019",1.418/sec,195,40-195,https://bangdream.blog.so-net.ne.jp/2019-01-17-3,01:33.504,01:33.504,01:32.226,01:28.182
169,ぎゅっDAYS♪,GyuuDAYS♪,EXPERT,26,01:48.1,761,Pasupare,"Jan 11, 2019",7.436/sec,170,170,https://bangdream.blog.so-net.ne.jp/2019-01-11,01:48.048,01:48.048,01:45.883,01:42.353
169,ぎゅっDAYS♪,GyuuDAYS♪,HARD,20,01:48.1,515,Pasupare,"Jan 11, 2019",5.023/sec,170,170,https://bangdream.blog.so-net.ne.jp/2019-01-11-3,01:48.048,01:48.048,01:45.883,01:42.529
169,ぎゅっDAYS♪,GyuuDAYS♪,NORMAL,15,01:48.1,326,Pasupare,"Jan 11, 2019",3.230/sec,170,170,https://bangdream.blog.so-net.ne.jp/2019-01-11-4,01:48.048,01:48.048,01:45.883,01:40.941
169,ぎゅっDAYS♪,GyuuDAYS♪,EASY,11,01:48.1,214,Pasupare,"Jan 11, 2019",2.109/sec,170,170,https://bangdream.blog.so-net.ne.jp/2019-01-11-5,01:48.048,01:48.048,01:45.883,01:41.471
85,ハッピーシンセサイザ,Happy Synthesizer,SPECIAL,25,02:21.8,917,Pasupare,"Jan 11, 2019",6.974/sec,127,127,https://bangdream.blog.so-net.ne.jp/2019-01-11-2,02:21.768,02:21.768,02:17.953,02:11.496
32,しゅわりん☆どり～みん,Shuwa Shuwa,SPECIAL,25,01:42.3,672,Pasupare,"Jan 11, 2019",6.966/sec,176,176,https://bangdream.blog.so-net.ne.jp/2019-01-11-1,01:42.293,01:42.293,01:39.546,01:36.477
168,Safe and Sound,Safe and Sound,EXPERT,24,01:33.0,468,Roselia,"Jan 10, 2019",5.398/sec,182,182,https://bangdream.blog.so-net.ne.jp/2019-01-10,01:33.000,01:33.000,01:30.990,01:26.704
168,Safe and Sound,Safe and Sound,HARD,17,01:33.0,328,Roselia,"Jan 10, 2019",3.783/sec,182,182,https://bangdream.blog.so-net.ne.jp/2019-01-10-1,01:33.000,01:33.000,01:30.990,01:26.704
168,Safe and Sound,Safe and Sound,NORMAL,12,01:33.0,191,Roselia,"Jan 10, 2019",2.203/sec,182,182,https://bangdream.blog.so-net.ne.jp/2019-01-10-2,01:33.000,01:33.000,01:30.990,01:26.704
168,Safe and Sound,Safe and Sound,EASY,7,01:33.0,117,Roselia,"Jan 10, 2019",1.350/sec,182,182,https://bangdream.blog.so-net.ne.jp/2019-01-10-3,01:33.000,01:33.000,01:30.990,01:26.704
167,Q＆A　リサイタル！,Q&A Recital!,EXPERT,26,01:48.9,709,Pasupare,"Jan 03, 2019",7.052/sec,182,182,https://bangdream.blog.so-net.ne.jp/2018-12-31-3,01:48.840,01:48.840,01:45.495,01:40.550
167,Q＆A　リサイタル！,Q&A Recital!,HARD,18,01:48.9,449,Pasupare,"Jan 03, 2019",4.466/sec,182,182,https://bangdream.blog.so-net.ne.jp/2018-12-31-13,01:48.840,01:48.840,01:45.495,01:40.550
167,Q＆A　リサイタル！,Q&A Recital!,NORMAL,14,01:48.9,267,Pasupare,"Jan 03, 2019",2.673/sec,182,182,https://bangdream.blog.so-net.ne.jp/2018-12-31-14,01:48.840,01:48.840,01:45.495,01:39.890
167,Q＆A　リサイタル！,Q&A Recital!,EASY,8,01:48.9,147,Pasupare,"Jan 03, 2019",1.462/sec,182,182,https://bangdream.blog.so-net.ne.jp/2018-12-31-15,01:48.840,01:48.840,01:45.495,01:40.549
166,回レ！雪月花,Maware! Setsugetsuka,EXPERT,27,01:39.1,782,HHW,"Jan 02, 2019",8.392/sec,160,160,https://bangdream.blog.so-net.ne.jp/2018-12-31-2,01:39.048,01:39.048,01:37.500,01:33.187
166,回レ！雪月花,Maware! Setsugetsuka,HARD,21,01:39.1,563,HHW,"Jan 02, 2019",6.054/sec,160,160,https://bangdream.blog.so-net.ne.jp/2018-12-31-10,01:39.048,01:39.048,01:37.500,01:33.000
166,回レ！雪月花,Maware! Setsugetsuka,NORMAL,15,01:39.1,303,HHW,"Jan 02, 2019",3.259/sec,160,160,https://bangdream.blog.so-net.ne.jp/2018-12-31-11,01:39.048,01:39.048,01:37.500,01:33.000
166,回レ！雪月花,Maware! Setsugetsuka,EASY,10,01:39.1,188,HHW,"Jan 02, 2019",2.006/sec,160,160,https://bangdream.blog.so-net.ne.jp/2018-12-31-12,01:39.048,01:39.048,01:37.500,01:33.750
165,名前のない怪物,Namae no nai Kaibutsu,EXPERT,26,01:56.1,734,Roselia,"Jan 01, 2019",6.871/sec,180,180,https://bangdream.blog.so-net.ne.jp/2018-12-31-1,01:56.040,01:56.040,01:52.001,01:46.833
165,名前のない怪物,Namae no nai Kaibutsu,HARD,19,01:56.1,521,Roselia,"Jan 01, 2019",4.877/sec,180,180,https://bangdream.blog.so-net.ne.jp/2018-12-31-7,01:56.040,01:56.040,01:52.001,01:46.833
165,名前のない怪物,Namae no nai Kaibutsu,NORMAL,12,01:56.1,197,Roselia,"Jan 01, 2019",1.842/sec,180,180,https://bangdream.blog.so-net.ne.jp/2018-12-31-8,01:56.040,01:56.040,01:52.001,01:47.000
165,名前のない怪物,Namae no nai Kaibutsu,EASY,7,01:56.1,139,Roselia,"Jan 01, 2019",1.300/sec,180,180,https://bangdream.blog.so-net.ne.jp/2018-12-31-9,01:56.040,01:56.040,01:52.001,01:47.000
